Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
SRR10174212.skesa	-	O26	H11	O26:H11	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O26-1-wzx-origin;O26-2-wzy-origin;H11-4-fliC;	100;100;100;	100;100;100;	Contig_143_60.6742;Contig_143_60.6742;Contig_113_63.4121;	101116-102378;102444-103466;27740-29198;	1263;1023;1459;	v1.0 (11-03-2020)	-
SRR10197221.skesa	-	O26	H11	O26:H11	-	Based on 3 allele(s)	wzx:1;wzy:0.999;fliC:1;	O26-1-wzx-origin;O26-2-wzy-origin;H11-4-fliC;	100;99.902;100;	100;100;100;	Contig_242_57.7947;Contig_242_57.7947;Contig_113_58.0492;	101266-102528;102594-103616;18419-19877;	1263;1023;1459;	v1.0 (11-03-2020)	-
SRR10211605.skesa	-	-	H11	-:H11	-	Based on 1 allele(s)	fliC:1;	H11-4-fliC;	100;	100;	Contig_156_72.8012;	20235-21693;	1459;	v1.0 (11-03-2020)	-
SRR10231917.skesa	-	O13/O135	H14	O13/O135:H14	-	Based on 3 allele(s)	wzx:0.998;wzy:0.996;fliC:0.97;	O13-1-wzx-origin;O13-2-wzy-origin;H14-4-fliC;	99.841;99.565;97.157;	100;100;100;	Contig_290_43.3057;Contig_290_43.3057;Contig_111_40.4273;	18088-19344;15102-16250;20645-22297;	1257;1149;1653;	v1.0 (11-03-2020)	High similarity O-antigen group 10:O13/O129/O135 as per A.Iguchi et.al (PMID: 25428893)
SRR10248259.skesa	-	O13/O135	H14	O13/O135:H14	-	Based on 3 allele(s)	wzx:0.997;wzy:0.995;fliC:0.97;	O13-1-wzx-origin;O13-2-wzy-origin;H14-4-fliC;	99.682;99.478;97.157;	100;100;100;	Contig_25_100.037;Contig_25_100.037;Contig_302_97.1093;	18086-19342;15100-16248;15570-17222;	1257;1149;1653;	v1.0 (11-03-2020)	High similarity O-antigen group 10:O13/O129/O135 as per A.Iguchi et.al (PMID: 25428893)
SRR10251226.skesa	-	O86	H18	O86:H18	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O86-7-wzx;O86-15-wzy;H18-1-fliC-origin;	100;100;100;	100;100;100;	Contig_48_54.4806;Contig_48_54.4806;Contig_48_54.4806;	436591-437793;434562-435903;240133-241797;	1203;1342;1665;	v1.0 (11-03-2020)	-
SRR10271804.skesa	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.957;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.673;100;	100;100;100;	Contig_38_111.209;Contig_38_111.209;Contig_46_104.211;	588131-589390;591543-592605;38904-39953;	1260;1063;1050;	v1.0 (11-03-2020)	-
SRR10271953.skesa	-	O39	H4	O39:H4	-	Based on 3 allele(s)	wzx:0.995;wzy:0.996;fliC:1;	O39-3-wzx;O39-2-wzy-origin;H4-2-fliC-origin;	99.459;99.599;99.81;	100;100;100;	Contig_40_42.7206;Contig_40_42.7206;Contig_40_42.7206;	535493-536971;532253-533500;373524-374573;	1479;1248;1050;	v1.0 (11-03-2020)	-
SRR10286091.skesa	-	O16	H5	O16:H5	-	Based on 3 allele(s)	wzx:1;wzy:0.999;fliC:1;	O16-1-wzx-origin;O16-2-wzy-origin;H5-7-fliC;	100;99.914;100;	100;100;100;	Contig_13_54.1045;Contig_13_54.1045;Contig_48_52.4024;	27243-28490;24966-26132;66976-68285;	1248;1167;1310;	v1.0 (11-03-2020)	-
SRR10414457.skesa	-	O157	H7	O157:H7	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O157-1-wzx-origin;O157-118-wzy;H7-1-fliC-origin;	100;100;100;	100;100;100;	Contig_89_85.8648;Contig_89_85.8648;Contig_87_58.3813;	12851-14242;10983-12149;11976-13733;	1392;1167;1758;	v1.0 (11-03-2020)	-
SRR10506746.skesa	-	-	H16	-:H16	-	Based on 1 allele(s)	fliC:0.64;	H16-28-fliC;	100;	64;	Contig_397_104.708;	1-1012;	1012;	v1.0 (11-03-2020)	-
SRR10506783.skesa	-	-	H16	-:H16	-	Based on 1 allele(s)	fliC:0.64;	H16-28-fliC;	100;	64;	Contig_419_131.805;	1-1012;	1012;	v1.0 (11-03-2020)	-
SRR10599116.skesa	-	-	H16	-:H16	-	Based on 1 allele(s)	fliC:0.64;	H16-28-fliC;	100;	64;	Contig_437_31.1484;	1-1012;	1012;	v1.0 (11-03-2020)	-
SRR10808306.skesa	-	-	H45	-:H45	-	Based on 1 allele(s)	fliC:0.99;	H45-2-fliC;	99.063;	100;	Contig_5_77.6901;	442015-443721;	1707;	v1.0 (11-03-2020)	-
SRR10823780.skesa	-	O36	H9	O36:H9	-	Based on 2 allele(s)	wzx:1;fliC:0.99;	O36-1-wzx-origin;H9-5-fliC;	100;99.255;	100;100;	Contig_104_84.4544;Contig_201_83.5333;	27981-29225;5174-7186;	1245;2013;	v1.0 (11-03-2020)	-
SRR11336278.skesa	-	O157	H7	O157:H7	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O157-1-wzx-origin;O157-118-wzy;H7-1-fliC-origin;	100;100;100;	100;100;100;	Contig_126_69.3571;Contig_126_69.3571;Contig_23_58.4612;	79252-80643;77384-78550;43946-45703;	1392;1167;1758;	v1.0 (11-03-2020)	-
SRR11773001.skesa	-	O26	H11	O26:H11	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O26-1-wzx-origin;O26-2-wzy-origin;H11-4-fliC;	100;100;100;	100;100;100;	Contig_133_91.2287;Contig_133_91.2287;Contig_102_90.2998;	101116-102378;102444-103466;27740-29198;	1263;1023;1459;	v1.0 (11-03-2020)	-
SRR12032918.skesa	-	O26	H11	O26:H11	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O26-1-wzx-origin;O26-2-wzy-origin;H11-4-fliC;	100;100;100;	100;100;100;	Contig_126_63.214;Contig_126_63.214;Contig_97_61.5148;	101116-102378;102444-103466;27740-29198;	1263;1023;1459;	v1.0 (11-03-2020)	-
SRR12101060.skesa	-	O157	H7	O157:H7	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O157-1-wzx-origin;O157-118-wzy;H7-1-fliC-origin;	100;100;100;	100;100;100;	Contig_117_33.8326;Contig_117_33.8326;Contig_148_33.7782;	65449-66840;63581-64747;11548-13305;	1392;1167;1758;	v1.0 (11-03-2020)	-
SRR12158016.skesa	-	O8	H25	O8:H25	-	Based on 3 allele(s)	wzm:1;wzt:1;fliC:1;	O8-1-wzm-origin;O8-3-wzt-origin;H25-2-fliC-origin;	100;100;100;	100;100;100;	Contig_97_63.3074;Contig_97_63.3074;Contig_90_56.4915;	29935-30729;28721-29935;97300-98631;	795;1215;1332;	v1.0 (11-03-2020)	-
SRR12467924.skesa	-	-	H7	-:H7	-	Based on 1 allele(s)	fliC:1;	H7-1-fliC-origin;	100;	100;	Contig_4_96.5735;	11296-13053;	1758;	v1.0 (11-03-2020)	-
SRR12535025.skesa	-	O123/O186	H2	O123/O186:H2	-	Based on 3 allele(s)	wzx:0.996;wzy:0.997;fliC:1;	O123-7-wzx;O123-4-wzy-origin;H2-2-fliC-origin;	99.59;99.68;100;	100;100;100;	Contig_79_69.1577;Contig_79_69.1577;Contig_113_67.3928;	33359-34822;27245-28495;14330-15823;	1464;1251;1494;	v1.0 (11-03-2020)	High similarity O-antigen group 5:O123/O186 as per A.Iguchi et.al (PMID: 25428893)
SRR12704941.skesa	-	O25	H45	O25:H45	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O25-3-wzx;O25-5-wzy;H45-7-fliC;	100;100;100;	100;100;100;	Contig_144_39.0681;Contig_80_36.4971;Contig_25_34.3507;	79898-81158;18534-19596;10350-12056;	1261;1063;1707;	v1.0 (11-03-2020)	-
SRR12733258.skesa	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.957;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.673;100;	100;100;100;	Contig_10_62.404;Contig_10_62.404;Contig_26_55.1007;	358350-359609;361762-362824;39402-40451;	1260;1063;1050;	v1.0 (11-03-2020)	-
SRR12746173.skesa	-	O8	H9	O8:H9	-	Based on 3 allele(s)	wzm:1;wzt:1;fliC:1;	O8-20-wzm;O8-32-wzt;H9-1-fliC-origin;	100;100;100;	100;100;100;	Contig_103_49.6517;Contig_103_49.6517;Contig_58_48.3412;	57744-58538;56530-57744;238341-240353;	795;1215;2013;	v1.0 (11-03-2020)	-
SRR12779388.skesa	-	O121	H19	O121:H19	-	Based on 2 allele(s)	wzx:1;fliC:0.98;	O121-1-wzx-origin;H19-4-fliC;	100;98.362;	100;100;	Contig_360_15.2653;Contig_20_30.3509;	6712-8106;18953-20784;	1395;1832;	v1.0 (11-03-2020)	-
SRR13068689.skesa	-	O26	H11	O26:H11	-	Based on 3 allele(s)	wzx:1;wzy:0.999;fliC:1;	O26-1-wzx-origin;O26-2-wzy-origin;H11-4-fliC;	100;99.902;100;	100;100;100;	Contig_140_56.6276;Contig_140_56.6276;Contig_186_55.8152;	101276-102538;102604-103626;27808-29266;	1263;1023;1459;	v1.0 (11-03-2020)	-
SRR1981023.skesa	-	O145	-	O145:-	-	Based on 2 allele(s)	wzx:1;wzy:1;	O145-3-wzx-origin;O145-21-wzy;	100;100;	100;100;	Contig_140_40.4992;Contig_140_40.4992;	44852-46090;46098-47248;	1239;1151;	v1.0 (11-03-2020)	-
SRR1981168.skesa	-	O157	H7	O157:H7	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O157-1-wzx-origin;O157-118-wzy;H7-1-fliC-origin;	100;100;100;	100;100;100;	Contig_215_135.091;Contig_215_135.091;Contig_2_138.847;	142506-143897;140638-141804;11296-13053;	1392;1167;1758;	v1.0 (11-03-2020)	-
SRR2034023.skesa	-	O157	H7	O157:H7	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O157-1-wzx-origin;O157-118-wzy;H7-1-fliC-origin;	100;100;100;	100;100;100;	Contig_55_46.6007;Contig_55_46.6007;Contig_197_33.9144;	111143-112534;109275-110441;147765-149522;	1392;1167;1758;	v1.0 (11-03-2020)	-
SRR2038677.skesa	-	O71	H11	O71:H11	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O71-1-wzx-origin;O71-2-wzy-origin;H11-4-fliC;	100;100;100;	100;100;100;	Contig_257_105.29;Contig_257_105.29;Contig_132_105.163;	29010-30284;26316-27605;27740-29198;	1275;1290;1459;	v1.0 (11-03-2020)	-
SRR2417092.skesa	-	O103	H2	O103:H2	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O103-7-wzx-origin;O103-38-wzy;H2-2-fliC-origin;	100;100;100;	100;100;100;	Contig_8_27.4552;Contig_131_16.5612;Contig_129_70.8097;	1274-2539;1222-2366;11389-12882;	1266;1145;1494;	v1.0 (11-03-2020)	-
SRR2970179.skesa	-	O38	H26	O38:H26	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:0.99;	O38-1-wzx-origin;O38-2-wzy-origin;H26-4-fliC;	100;100;98.805;	100;100;100;	Contig_73_86.4887;Contig_73_86.4887;Contig_58_85.5333;	20948-22255;22259-23485;37458-39130;	1308;1227;1673;	v1.0 (11-03-2020)	-
SRR2982206.skesa	-	O103	H2	O103:H2	-	Based on 3 allele(s)	wzx:1;wzy:0.98;fliC:1;	O103-16-wzx;O103-30-wzy;H2-2-fliC-origin;	100;100;99.933;	100;98;100;	Contig_99_42.9974;Contig_199_32.2909;Contig_82_83.8533;	1179-2444;1-1127;17346-18839;	1266;1127;1494;	v1.0 (11-03-2020)	-
SRR3040530.skesa	-	O103	H2	O103:H2	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O103-7-wzx-origin;O103-38-wzy;H2-2-fliC-origin;	100;100;100;	100;100;100;	Contig_112_28.697;Contig_112_28.697;Contig_95_24.6009;	28087-29352;25056-26200;158442-159935;	1266;1145;1494;	v1.0 (11-03-2020)	-
SRR3040697.skesa	-	O157	H7	O157:H7	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O157-1-wzx-origin;O157-118-wzy;H7-1-fliC-origin;	100;100;100;	100;100;100;	Contig_50_91.9645;Contig_50_91.9645;Contig_138_86.143;	111541-112932;109673-110839;147767-149524;	1392;1167;1758;	v1.0 (11-03-2020)	-
SRR3040719.skesa	-	O157	H7	O157:H7	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O157-1-wzx-origin;O157-118-wzy;H7-1-fliC-origin;	100;100;100;	100;100;100;	Contig_126_84.5521;Contig_126_84.5521;Contig_144_84.4078;	109990-111381;108122-109288;147767-149524;	1392;1167;1758;	v1.0 (11-03-2020)	-
SRR3146367.skesa	-	O26	H11	O26:H11	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O26-1-wzx-origin;O26-2-wzy-origin;H11-4-fliC;	100;100;100;	100;100;100;	Contig_173_66.2182;Contig_173_66.2182;Contig_242_67.3891;	101275-102537;102603-103625;16302-17760;	1263;1023;1459;	v1.0 (11-03-2020)	-
SRR3160328.skesa	-	-	H20	-:H20	-	Based on 1 allele(s)	fliC:0.99;	H20-4-fliC;	99.133;	100;	Contig_94_156.266;	44072-45802;	1731;	v1.0 (11-03-2020)	-
SRR3210513.skesa	-	O157	H7	O157:H7	-	Based on 2 allele(s)	wzy:0.998;fliC:1;	O157-209-wzy;H7-1-fliC-origin;	99.797;100;	100;100;	Contig_197_8.05839;Contig_71_26.1153;	56-1039;11684-13441;	984;1758;	v1.0 (11-03-2020)	-
SRR3441301.skesa	-	-	-	-:-	-	-	-							v1.0 (11-03-2020)	No O and H antigen determinant E.coli genes were found. Try running with --verify parameter
SRR3457654.skesa	-	O103	H2	O103:H2	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O103-7-wzx-origin;O103-30-wzy;H2-2-fliC-origin;	100;100;100;	100;100;100;	Contig_86_69.9523;Contig_86_69.9523;Contig_184_71.8144;	34413-35678;31382-32530;103947-105440;	1266;1149;1494;	v1.0 (11-03-2020)	-
SRR3545386.skesa	-	O103	H2	O103:H2	-	Based on 2 allele(s)	wzy:0.979;fliC:1;	O103-41-wzy;H2-2-fliC-origin;	99.91;100;	98;100;	Contig_194_10.6133;Contig_67_44.2994;	1-1117;84603-86096;	1117;1494;	v1.0 (11-03-2020)	-
SRR4018045.skesa	-	O26	H11	O26:H11	-	Based on 2 allele(s)	wzy:1;fliC:1;	O26-2-wzy-origin;H11-4-fliC;	100;100;	100;100;	Contig_249_15.4782;Contig_152_82.8692;	965-1987;139809-141267;	1023;1459;	v1.0 (11-03-2020)	-
SRR4239756.skesa	-	O103	H11	O103:H11	-	Based on 2 allele(s)	wzx:1;fliC:1;	O103-7-wzx-origin;H11-4-fliC;	100;100;	100;100;	Contig_53_20.1579;Contig_190_65.6815;	1107-2372;59686-61144;	1266;1459;	v1.0 (11-03-2020)	-
SRR5033733.skesa	-	O175	H27	O175:H27	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O175-1-wzx-origin;O175-2-wzy-origin;H27-11-fliC;	100;100;100;	100;100;100;	Contig_29_46.7917;Contig_111_47.2408;Contig_34_44.7909;	6827-8233;185-1315;111218-112678;	1407;1131;1461;	v1.0 (11-03-2020)	-
SRR5034532.skesa	-	-	H16	-:H16	-	Based on 1 allele(s)	fliC:0.64;	H16-28-fliC;	100;	64;	Contig_418_52.7652;	1-1012;	1012;	v1.0 (11-03-2020)	-
SRR5124205.skesa	-	-	H45	-:H45	-	Based on 1 allele(s)	fliC:1;	H45-9-fliC;	100;	100;	Contig_144_31.5332;	57848-59554;	1707;	v1.0 (11-03-2020)	-
SRR5264155.skesa	-	O121	H19	O121:H19	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:0.98;	O121-1-wzx-origin;O121-5-wzy-origin;H19-4-fliC;	100;100;98.362;	100;100;100;	Contig_12_81.2812;Contig_12_81.2812;Contig_17_80.5718;	70448-71842;67806-68996;74850-76681;	1395;1191;1832;	v1.0 (11-03-2020)	-
SRR5293289.skesa	-	-	H16	-:H16	-	Based on 1 allele(s)	fliC:1;	H16-28-fliC;	99.873;	100;	Contig_107_37.2881;	1251-2825;	1575;	v1.0 (11-03-2020)	-
SRR5936533.skesa	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.957;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.673;100;	100;100;100;	Contig_70_42.1129;Contig_17_17.2448;Contig_45_37.7207;	1368-2627;135-1197;38806-39855;	1260;1063;1050;	v1.0 (11-03-2020)	-
SRR5985178.skesa	-	O157	H7	O157:H7	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O157-1-wzx-origin;O157-118-wzy;H7-1-fliC-origin;	100;100;100;	100;100;100;	Contig_9_48.0603;Contig_9_48.0603;Contig_163_44.8593;	89273-90664;87405-88571;147767-149524;	1392;1167;1758;	v1.0 (11-03-2020)	-
SRR5995946.skesa	-	-	H16	-:H16	-	Based on 1 allele(s)	fliC:1;	H16-28-fliC;	99.873;	100;	Contig_117_32.376;	1251-2825;	1575;	v1.0 (11-03-2020)	-
SRR6079444.skesa	-	O157	H7	O157:H7	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O157-1-wzx-origin;O157-118-wzy;H7-1-fliC-origin;	100;100;100;	100;100;100;	Contig_180_32.8058;Contig_180_32.8058;Contig_4_31.2436;	110718-112109;108850-110016;11296-13053;	1392;1167;1758;	v1.0 (11-03-2020)	-
SRR6111516.skesa	-	O77/O17/O44/O106/O73	H34	O77/O17/O44/O106/O73:H34	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:0.66;	O77-1-wzx-origin/O17-1-wzx-origin;O77-3-wzy-inhouse/O17-2-wzy-origin;H34-3-fliC;	100;100;98.457;	100;100;67;	Contig_28_46.2625;Contig_28_46.2625;Contig_28_46.2625;	255248-256483;256525-257856;170357-171458;	1236;1332;1102;	v1.0 (11-03-2020)	High similarity O-antigen group 9:O17/O44/O73/O77/O106 as per A.Iguchi et.al (PMID: 25428893)
SRR6185869.skesa	-	-	H12	-:H12	-	Based on 1 allele(s)	fliC:1;	H12-3-fliC-origin;	100;	100;	Contig_55_64.5999;	224543-226330;	1788;	v1.0 (11-03-2020)	-
SRR6425167.skesa	-	O175	H28	O175:H28	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O175-1-wzx-origin;O175-2-wzy-origin;H28-2-fliC-origin;	100;100;100;	100;100;100;	Contig_101_46.1253;Contig_101_46.1253;Contig_9_45.9832;	174923-176329;166739-167869;15373-17112;	1407;1131;1740;	v1.0 (11-03-2020)	-
SRR6870736.skesa	-	-	H20	-:H20	-	Based on 1 allele(s)	fliC:1;	H20-4-fliC;	99.942;	100;	Contig_16_106.561;	37425-39155;	1731;	v1.0 (11-03-2020)	-
SRR7010910.skesa	-	-	H7	-:H7	-	Based on 1 allele(s)	fliC:1;	H7-1-fliC-origin;	100;	100;	Contig_4_60.2342;	11296-13053;	1758;	v1.0 (11-03-2020)	-
SRR7075070.skesa	-	-	H11	-:H11	-	Based on 1 allele(s)	fliC:1;	H11-4-fliC;	100;	100;	Contig_23_47.593;	13300-14758;	1459;	v1.0 (11-03-2020)	-
SRR7084504.skesa	-	-	H51	-:H51	-	Based on 1 allele(s)	fliC:1;	H51-2-fliC-origin;	100;	100;	Contig_21_82.5503;	123320-125137;	1818;	v1.0 (11-03-2020)	-
SRR7133521.skesa	-	O13/O129/O135	H14	O13/O129/O135:H14	-	Based on 2 allele(s)	wzx:0.998;fliC:0.97;	O13-1-wzx-origin;H14-4-fliC;	99.761;97.157;	100;100;	Contig_403_51.6664;Contig_220_54.1218;	1012-2268;22186-23838;	1257;1653;	v1.0 (11-03-2020)	High similarity O-antigen group 10:O13/O129/O135 as per A.Iguchi et.al (PMID: 25428893)
SRR7184311.skesa	-	-	H16	-:H16	-	Based on 1 allele(s)	fliC:1;	H16-28-fliC;	99.873;	100;	Contig_139_37.6404;	1251-2825;	1575;	v1.0 (11-03-2020)	-
SRR7286589.skesa	-	O128	H45	O128:H45	-	Based on 2 allele(s)	wzy:0.993;fliC:1;	O128-16-wzy;H45-4-fliC;	99.33;100;	100;100;	Contig_274_29.1529;Contig_316_27.9864;	13430-14473;9990-11696;	1044;1707;	v1.0 (11-03-2020)	-
SRR7367229.skesa	-	O123/O186	H2	O123/O186:H2	-	Based on 3 allele(s)	wzx:0.996;wzy:0.997;fliC:1;	O123-7-wzx;O123-4-wzy-origin;H2-2-fliC-origin;	99.59;99.68;100;	100;100;100;	Contig_59_34.806;Contig_59_34.806;Contig_80_36.6001;	41948-43411;48275-49525;14066-15559;	1464;1251;1494;	v1.0 (11-03-2020)	High similarity O-antigen group 5:O123/O186 as per A.Iguchi et.al (PMID: 25428893)
SRR7477754.skesa	-	O157	H7	O157:H7	-	Based on 2 allele(s)	wzx:0.93;fliC:1;	O157-1-wzx-origin;H7-1-fliC-origin;	100;100;	93;100;	Contig_29_45.7213;Contig_186_49.446;	30264-31558;5174-6931;	1295;1758;	v1.0 (11-03-2020)	-
SRR7631930.skesa	-	O26	H11	O26:H11	-	Based on 2 allele(s)	wzx:1;fliC:1;	O26-1-wzx-origin;H11-4-fliC;	100;100;	100;100;	Contig_15_79.7524;Contig_137_74.9749;	81179-82441;102481-103939;	1263;1459;	v1.0 (11-03-2020)	-
SRR7758910.skesa	-	-	H5	-:H5	-	Based on 1 allele(s)	fliC:1;	H5-6-fliC;	100;	100;	Contig_248_21.4958;	88400-89709;	1310;	v1.0 (11-03-2020)	-
SRR7825969.skesa	-	O111	H8	O111:H8	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O111-2-wzx-origin;O111-4-wzy-origin;H8-1-fliC-origin;	100;100;100;	100;100;100;	Contig_58_62.8113;Contig_58_62.8113;Contig_169_63.5643;	28900-30165;27858-28910;142070-143548;	1266;1053;1479;	v1.0 (11-03-2020)	-
SRR7886162.skesa	-	-	H16	-:H16	-	Based on 1 allele(s)	fliC:1;	H16-28-fliC;	99.873;	100;	Contig_130_93.6043;	1251-2825;	1575;	v1.0 (11-03-2020)	-
SRR7886377.skesa	-	-	H16	-:H16	-	Based on 1 allele(s)	fliC:1;	H16-28-fliC;	99.873;	100;	Contig_123_96.0518;	1251-2825;	1575;	v1.0 (11-03-2020)	-
SRR7908819.skesa	-	O157	H7	O157:H7	-	Based on 3 allele(s)	wzx:1;wzy:0.98;fliC:1;	O157-1-wzx-origin;O157-118-wzy;H7-1-fliC-origin;	100;100;100;	100;98;100;	Contig_34_27.3682;Contig_20_57.7917;Contig_137_57.761;	666-2057;1-1149;11436-13193;	1392;1149;1758;	v1.0 (11-03-2020)	-
SRR8003631.skesa	-	O157	H7	O157:H7	-	Based on 2 allele(s)	wzy:1;fliC:1;	O157-118-wzy;H7-1-fliC-origin;	100;100;	100;100;	Contig_68_42.487;Contig_3_39.9603;	63689-64855;11296-13053;	1167;1758;	v1.0 (11-03-2020)	-
SRR8275072.skesa	-	O121	H19	O121:H19	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:0.98;	O121-1-wzx-origin;O121-5-wzy-origin;H19-4-fliC;	100;100;98.362;	100;100;100;	Contig_140_93.8239;Contig_140_93.8239;Contig_40_89.3339;	70449-71843;67807-68997;74685-76516;	1395;1191;1832;	v1.0 (11-03-2020)	-
SRR8439822.skesa	-	O18	H1	O18:H1	-	Based on 2 allele(s)	wzx:1;fliC:1;	O18-6-wzx;H1-1-fliC-origin;	100;99.944;	100;100;	Contig_6_45.1883;Contig_48_41.653;	274-1521;52865-54652;	1248;1788;	v1.0 (11-03-2020)	-
