Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
SRR10687847.skesa	-	O89	H9	O89:H9	-	Based on 3 allele(s)	wzm:0.941;wzt:0.936;fliC:1;	O89-1-wzm-origin;O89-4-wzt;H9-3-fliC;	94.103;93.625;100;	100;100;100;	Contig_2_96.2446;Contig_2_96.2446;Contig_18_90.5665;	5586-6365;6372-7124;222752-224764;	780;753;2013;	v1.0 (11-03-2020)	High similarity O-antigen group 15:O89/O101/O162 as per A.Iguchi et.al (PMID: 25428893)
SRR10687927.skesa	-	O54	H2	O54:H2	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O54-1-wzx-origin;O54-2-wzy-origin;H2-2-fliC-origin;	100;100;99.732;	100;100;100;	Contig_21_44.0347;Contig_21_44.0347;Contig_21_44.0347;	229459-230709;234553-235611;141224-142717;	1251;1059;1494;	v1.0 (11-03-2020)	-
SRR10810350.skesa	-	-	H7	-:H7	-	Based on 1 allele(s)	fliC:1;	H7-6-fliC-origin;	100;	100;	Contig_114_101.643;	13449-15206;	1758;	v1.0 (11-03-2020)	-
SRR10843511.skesa	-	O112	H20	O112:H20	-	Based on 3 allele(s)	wzx:0.997;wzy:0.998;fliC:0.98;	O112-2-wzx-origin;O112-3-wzy-origin;H20-4-fliC;	99.719;99.816;98.498;	100;100;100;	Contig_28_125.795;Contig_28_125.795;Contig_44_125.975;	420316-421737;416402-417487;83464-85194;	1422;1086;1731;	v1.0 (11-03-2020)	-
SRR11067580.skesa	-	O8	H3	O8:H3	-	Based on 3 allele(s)	wzm:1;wzt:1;flkA:1;	O8-19-wzm;O8-36-wzt;H3-2-flkA;	100;100;100;	100;100;100;	Contig_87_68.7725;Contig_87_68.7725;Contig_6_67.5029;	30880-31674;29666-30880;23313-24902;	795;1215;1590;	v1.0 (11-03-2020)	-
SRR11449318.skesa	-	O8	H21	O8:H21	-	Based on 3 allele(s)	wzm:1;wzt:1;fliC:1;	O8-16-wzm;O8-32-wzt;H21-12-fliC;	100;100;100;	100;100;100;	Contig_84_96.5584;Contig_84_96.5584;Contig_108_91.6923;	41607-42401;40393-41607;5023-6498;	795;1215;1476;	v1.0 (11-03-2020)	-
SRR11799667.skesa	-	-	H11	-:H11	-	Based on 1 allele(s)	fliC:1;	H11-4-fliC;	100;	100;	Contig_38_190.05;	35575-37033;	1459;	v1.0 (11-03-2020)	-
SRR11892948.skesa	-	-	H7	-:H7	-	Based on 1 allele(s)	fliC:1;	H7-1-fliC-origin;	100;	100;	Contig_140_90.6651;	5178-6935;	1758;	v1.0 (11-03-2020)	-
SRR12472134.skesa	-	O157	H7	O157:H7	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O157-1-wzx-origin;O157-118-wzy;H7-1-fliC-origin;	100;100;100;	100;100;100;	Contig_214_116.5;Contig_191_18.3966;Contig_195_119.972;	555-1946;72-1238;12308-14065;	1392;1167;1758;	v1.0 (11-03-2020)	-
SRR12704887.skesa	-	-	H25	-:H25	-	Based on 1 allele(s)	fliC:1;	H25-7-fliC;	99.749;	100;	Contig_46_44.2721;	22507-23703;	1197;	v1.0 (11-03-2020)	-
SRR12704914.skesa	-	O128	H35	O128:H35	-	Based on 2 allele(s)	wzy:1;flkA:1;	O128-12-wzy;H35-1-flkA-origin;	100;100;	100;100;	Contig_55_60.9987;Contig_56_67.6172;	32380-33423;124189-125697;	1044;1509;	v1.0 (11-03-2020)	-
SRR12705027.skesa	-	O103	H16	O103:H16	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O103-1-wzx-origin;O103-24-wzy;H16-27-fliC;	100;100;100;	100;100;100;	Contig_44_67.7674;Contig_44_67.7674;Contig_44_67.7674;	182920-184185;179889-181037;46664-48238;	1266;1149;1575;	v1.0 (11-03-2020)	-
SRR12775115.skesa	-	-	H9	-:H9	-	Based on 1 allele(s)	fliC:0.99;	H9-5-fliC;	99.255;	100;	Contig_275_52.65;	5191-7203;	2013;	v1.0 (11-03-2020)	-
SRR12849829.skesa	-	O36	H9	O36:H9	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:0.99;	O36-1-wzx-origin;O36-11-wzy;H9-5-fliC;	100;100;99.255;	100;100;100;	Contig_84_44.9916;Contig_84_44.9916;Contig_64_46.8489;	20378-21622;23156-24411;37058-39070;	1245;1256;2013;	v1.0 (11-03-2020)	-
SRR12849856.skesa	-	O25	H12	O25:H12	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O25-1-wzx-origin;O25-5-wzy;H12-3-fliC-origin;	100;100;100;	100;100;100;	Contig_5_64.2829;Contig_5_64.2829;Contig_21_62.8308;	33909-35168;37325-38387;62353-64140;	1260;1063;1788;	v1.0 (11-03-2020)	-
SRR12974196.skesa	-	-	H7	-:H7	-	Based on 1 allele(s)	fliC:1;	H7-1-fliC-origin;	100;	100;	Contig_94_126.888;	11902-13659;	1758;	v1.0 (11-03-2020)	-
SRR13059445.skesa	-	O153	H21	O153:H21	-	Based on 2 allele(s)	wzy:1;fliC:1;	O153-4-wzy-origin;H21-9-fliC;	100;100;	100;100;	Contig_150_21.1643;Contig_21_60.7102;	987-2165;42821-44296;	1179;1476;	v1.0 (11-03-2020)	High similarity O-antigen group 11:O153/O178 as per A.Iguchi et.al (PMID: 25428893)
SRR1658097.skesa	-	O157	H7	O157:H7	-	Based on 3 allele(s)	wzx:1;wzy:0.998;fliC:1;	O157-1-wzx-origin;O157-209-wzy;H7-1-fliC-origin;	100;99.797;100;	100;100;100;	Contig_155_62.9754;Contig_155_62.9754;Contig_86_65.8439;	1792-3183;107-1090;11976-13733;	1392;984;1758;	v1.0 (11-03-2020)	-
SRR1814796.skesa	-	O91	H14	O91:H14	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O91-1-wzx-origin;O91-5-wzy;H14-3-fliC;	100;100;100;	100;100;100;	Contig_75_35.4901;Contig_75_35.4901;Contig_88_36.9524;	25304-26569;21303-22514;63668-65320;	1266;1212;1653;	v1.0 (11-03-2020)	-
SRR1814814.skesa	-	O63	H6	O63:H6	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O63-5-wzx;O63-6-wzy;H6-7-fliC;	100;100;100;	100;100;100;	Contig_123_44.5699;Contig_123_44.5699;Contig_136_42.5175;	9690-10952;6884-8194;59521-61167;	1263;1311;1647;	v1.0 (11-03-2020)	-
SRR1814820.skesa	-	O63	H6	O63:H6	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O63-5-wzx;O63-6-wzy;H6-7-fliC;	100;100;100;	100;100;100;	Contig_111_79.4585;Contig_111_79.4585;Contig_127_74.6217;	9690-10952;6884-8194;59521-61167;	1263;1311;1647;	v1.0 (11-03-2020)	-
SRR1814824.skesa	-	O26	H11	O26:H11	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O26-1-wzx-origin;O26-2-wzy-origin;H11-4-fliC;	100;100;100;	100;100;100;	Contig_68_41.3559;Contig_68_41.3559;Contig_253_40.4148;	43236-44498;44564-45586;15283-16741;	1263;1023;1459;	v1.0 (11-03-2020)	-
SRR1814827.skesa	-	O26	H11	O26:H11	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O26-1-wzx-origin;O26-2-wzy-origin;H11-4-fliC;	100;100;100;	100;100;100;	Contig_72_34.465;Contig_72_34.465;Contig_329_34.172;	43236-44498;44564-45586;16404-17862;	1263;1023;1459;	v1.0 (11-03-2020)	-
SRR1815452.skesa	-	-	H7	-:H7	-	Based on 1 allele(s)	fliC:1;	H7-6-fliC-origin;	100;	100;	Contig_129_65.2746;	52791-54548;	1758;	v1.0 (11-03-2020)	-
SRR1815455.skesa	-	O18	H7	O18:H7	-	Based on 3 allele(s)	wzx:1;wzy:0.999;fliC:1;	O18-7-wzx;O18-12-wzy;H7-6-fliC-origin;	100;99.916;100;	100;100;100;	Contig_88_71.31;Contig_88_71.31;Contig_107_69.2259;	62561-63808;61314-62504;37915-39672;	1248;1191;1758;	v1.0 (11-03-2020)	-
SRR1815506.skesa	-	O54	H2	O54:H2	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O54-1-wzx-origin;O54-2-wzy-origin;H2-2-fliC-origin;	100;100;99.799;	100;100;100;	Contig_107_65.5273;Contig_107_65.5273;Contig_107_65.5273;	320792-322042;315890-316948;456376-457869;	1251;1059;1494;	v1.0 (11-03-2020)	-
SRR1815524.skesa	-	O13/O135	H30	O13/O135:H30	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O13-1-wzx-origin;O13-2-wzy-origin;H30-1-fliC-origin;	100;100;99.942;	100;100;100;	Contig_90_101.901;Contig_90_101.901;Contig_64_94.0254;	49334-50590;46347-47495;40367-42079;	1257;1149;1713;	v1.0 (11-03-2020)	High similarity O-antigen group 10:O13/O129/O135 as per A.Iguchi et.al (PMID: 25428893)
SRR1815553.skesa	-	-	H21	-:H21	-	Based on 1 allele(s)	fliC:1;	H21-12-fliC;	100;	100;	Contig_60_87.1303;	70825-72300;	1476;	v1.0 (11-03-2020)	-
SRR1815568.skesa	-	O8	H21	O8:H21	-	Based on 3 allele(s)	wzm:1;wzt:1;fliC:1;	O8-11-wzm;O8-29-wzt;H21-12-fliC;	100;100;100;	100;100;100;	Contig_4_59.3248;Contig_4_59.3248;Contig_4_59.3248;	229822-230616;228608-229822;122431-123906;	795;1215;1476;	v1.0 (11-03-2020)	-
SRR1815576.skesa	-	O8	H8	O8:H8	-	Based on 3 allele(s)	wzm:0.996;wzt:0.995;fliC:1;	O8-13-wzm;O8-34-wzt;H8-1-fliC-origin;	99.623;99.506;100;	100;100;100;	Contig_78_57.3899;Contig_78_57.3899;Contig_85_55.6089;	40091-40885;38877-40091;46664-48142;	795;1215;1479;	v1.0 (11-03-2020)	-
SRR1815586.skesa	-	O39	H48	O39:H48	-	Based on 3 allele(s)	wzx:0.999;wzy:1;fliC:1;	O39-1-wzx-origin;O39-2-wzy-origin;H48-3-fliC;	99.932;100;100;	100;100;100;	Contig_714_48.4956;Contig_714_48.4956;Contig_266_23.6278;	4983-6461;1743-2990;201-1697;	1479;1248;1497;	v1.0 (11-03-2020)	-
SRR1815588.skesa	-	-	H39	-:H39	-	Based on 1 allele(s)	fliC:1;	H39-1-fliC-origin;	100;	100;	Contig_56_46.3503;	148585-149883;	1299;	v1.0 (11-03-2020)	-
SRR1815599.skesa	-	O12	H25	O12:H25	-	Based on 3 allele(s)	wzx:0.999;wzy:0.999;fliC:1;	O12-1-wzx-origin;O12-2-wzy-origin;H25-11-fliC;	99.921;99.909;100;	100;100;100;	Contig_69_92.5425;Contig_69_92.5425;Contig_212_95.1449;	36043-37302;34927-36030;24691-26010;	1260;1104;1320;	v1.0 (11-03-2020)	-
SRR1815604.skesa	-	O54	H2	O54:H2	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O54-1-wzx-origin;O54-2-wzy-origin;H2-2-fliC-origin;	100;100;99.799;	100;100;100;	Contig_59_32.4242;Contig_59_32.4242;Contig_49_32.0312;	25068-26318;30162-31220;61672-63165;	1251;1059;1494;	v1.0 (11-03-2020)	-
SRR1815621.skesa	-	O174	H2	O174:H2	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O174-7-wzx;O174-11-wzy;H2-16-fliC;	100;100;100;	100;100;100;	Contig_34_49.1707;Contig_34_49.1707;Contig_55_48.3045;	80999-82270;79879-81018;13838-15331;	1272;1140;1494;	v1.0 (11-03-2020)	-
SRR1815622.skesa	-	O77/O17/O44/O106/O73	H18	O77/O17/O44/O106/O73:H18	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O77-1-wzx-origin/O17-1-wzx-origin;O77-3-wzy-inhouse/O17-2-wzy-origin;H18-1-fliC-origin;	100;100;100;	100;100;100;	Contig_102_41.5069;Contig_102_41.5069;Contig_102_41.5069;	522030-523265;523307-524638;419387-421051;	1236;1332;1665;	v1.0 (11-03-2020)	High similarity O-antigen group 9:O17/O44/O73/O77/O106 as per A.Iguchi et.al (PMID: 25428893)
SRR1816029.skesa	-	O51	H49	O51:H49	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O51-1-wzx-origin;O51-2-wzy-origin;H49-6-fliC;	100;100;99.941;	100;100;100;	Contig_19_32.8175;Contig_19_32.8175;Contig_47_29.7873;	74538-76097;72625-73662;281141-282835;	1560;1038;1695;	v1.0 (11-03-2020)	-
SRR1816030.skesa	-	O110	H39	O110:H39	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O110-1-wzx-origin;O110-2-wzy-origin;H39-1-fliC-origin;	100;100;100;	100;100;100;	Contig_48_59.2224;Contig_48_59.2224;Contig_48_59.2224;	167941-169191;165611-166816;42723-44021;	1251;1206;1299;	v1.0 (11-03-2020)	-
SRR1816412.skesa	-	O157	H7	O157:H7	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O157-1-wzx-origin;O157-118-wzy;H7-1-fliC-origin;	100;100;100;	100;100;100;	Contig_198_42.5492;Contig_198_42.5492;Contig_8_47.5106;	65425-66816;63557-64723;11296-13053;	1392;1167;1758;	v1.0 (11-03-2020)	-
SRR1816430.skesa	-	O157	H7	O157:H7	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O157-1-wzx-origin;O157-118-wzy;H7-1-fliC-origin;	100;100;100;	100;100;100;	Contig_225_25.4031;Contig_225_25.4031;Contig_8_26.684;	65450-66841;63582-64748;11296-13053;	1392;1167;1758;	v1.0 (11-03-2020)	-
SRR1816439.skesa	-	-	-	-:-	-	-	-							v1.0 (11-03-2020)	No O and H antigen determinant E.coli genes were found. Try running with --verify parameter
SRR1816686.skesa	-	O111	H8	O111:H8	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:0.6;	O111-2-wzx-origin;O111-4-wzy-origin;H8-1-fliC-origin;	100;100;100;	100;100;60;	Contig_252_32.6395;Contig_252_32.6395;Contig_216_26.8657;	30039-31304;28997-30049;1-892;	1266;1053;892;	v1.0 (11-03-2020)	-
SRR1816697.skesa	-	O145	-	O145:-	-	Based on 2 allele(s)	wzx:1;wzy:1;	O145-3-wzx-origin;O145-21-wzy;	100;100;	100;100;	Contig_196_26.6479;Contig_196_26.6479;	44524-45762;45770-46920;	1239;1151;	v1.0 (11-03-2020)	-
SRR1816729.skesa	-	O157	H7	O157:H7	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O157-1-wzx-origin;O157-118-wzy;H7-28-fliC;	100;100;100;	100;100;100;	Contig_133_122.32;Contig_133_122.32;Contig_8_126.141;	90725-92116;88857-90023;101845-103602;	1392;1167;1758;	v1.0 (11-03-2020)	-
SRR1816736.skesa	-	O157	H7	O157:H7	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O157-1-wzx-origin;O157-118-wzy;H7-1-fliC-origin;	100;100;100;	100;100;100;	Contig_71_51.2288;Contig_71_51.2288;Contig_206_52.7559;	51681-53072;53774-54940;14566-16323;	1392;1167;1758;	v1.0 (11-03-2020)	-
SRR1816755.skesa	-	O111	H8	O111:H8	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O111-2-wzx-origin;O111-4-wzy-origin;H8-1-fliC-origin;	100;100;100;	100;100;100;	Contig_206_65.794;Contig_206_65.794;Contig_96_59.6272;	5483-6748;6738-7790;140181-141659;	1266;1053;1479;	v1.0 (11-03-2020)	-
SRR1982227.skesa	-	-	H2	-:H2	-	Based on 1 allele(s)	fliC:1;	H2-2-fliC-origin;	100;	100;	Contig_6_61.5368;	13833-15326;	1494;	v1.0 (11-03-2020)	-
SRR2015683.skesa	-	-	H7	-:H7	-	Based on 1 allele(s)	fliC:1;	H7-1-fliC-origin;	100;	100;	Contig_10_49.0785;	11296-13053;	1758;	v1.0 (11-03-2020)	-
SRR2103770.skesa	-	O157	H7	O157:H7	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O157-1-wzx-origin;O157-118-wzy;H7-1-fliC-origin;	100;100;100;	100;100;100;	Contig_22_76.8232;Contig_22_76.8232;Contig_6_76.6562;	88142-89533;86274-87440;11296-13053;	1392;1167;1758;	v1.0 (11-03-2020)	-
SRR2125878.skesa	-	O103	H2	O103:H2	-	Based on 2 allele(s)	wzx:1;fliC:1;	O103-7-wzx-origin;H2-2-fliC-origin;	100;100;	100;100;	Contig_87_17.2929;Contig_89_54.1001;	590-1855;5045-6538;	1266;1494;	v1.0 (11-03-2020)	-
SRR2132211.skesa	-	O103	H11	O103:H11	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O103-7-wzx-origin;O103-9-wzy-origin;H11-4-fliC;	100;100;100;	100;100;100;	Contig_137_69.1807;Contig_137_69.1807;Contig_148_68.6981;	30781-32046;27750-28898;27743-29201;	1266;1149;1459;	v1.0 (11-03-2020)	-
SRR2814840.skesa	-	O103	H2	O103:H2	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O103-7-wzx-origin;O103-38-wzy;H2-2-fliC-origin;	100;100;100;	100;100;100;	Contig_31_70.5723;Contig_152_70.6709;Contig_47_74.245;	583-1848;27978-29122;23429-24922;	1266;1145;1494;	v1.0 (11-03-2020)	-
SRR3406057.skesa	-	O111	H8	O111:H8	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O111-2-wzx-origin;O111-4-wzy-origin;H8-1-fliC-origin;	100;100;100;	100;100;100;	Contig_54_121.983;Contig_54_121.983;Contig_146_135.755;	32554-33819;31512-32564;13593-15071;	1266;1053;1479;	v1.0 (11-03-2020)	-
SRR5043174.skesa	-	O103	H2	O103:H2	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O103-7-wzx-origin;O103-38-wzy;H2-2-fliC-origin;	100;100;100;	100;100;100;	Contig_28_90.311;Contig_28_90.311;Contig_121_84.1346;	35105-36370;32074-33218;41632-43125;	1266;1145;1494;	v1.0 (11-03-2020)	-
SRR5589507.skesa	-	O45	H2	O45:H2	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O45-1-wzx-origin;O45-18-wzy;H2-2-fliC-origin;	100;100;100;	100;100;100;	Contig_37_107;Contig_37_107;Contig_41_107.567;	92162-93421;94845-95532;101609-103102;	1260;688;1494;	v1.0 (11-03-2020)	-
SRR5589516.skesa	-	O103	H2	O103:H2	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O103-7-wzx-origin;O103-30-wzy;H2-2-fliC-origin;	100;100;100;	100;100;100;	Contig_161_100.36;Contig_80_36.1983;Contig_150_104.854;	90117-91382;1196-2344;102164-103657;	1266;1149;1494;	v1.0 (11-03-2020)	-
SRR5649992.skesa	-	O157	H7	O157:H7	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O157-1-wzx-origin;O157-118-wzy;H7-1-fliC-origin;	100;100;100;	100;100;100;	Contig_152_67.2317;Contig_152_67.2317;Contig_47_67.5867;	106165-107556;104297-105463;11630-13387;	1392;1167;1758;	v1.0 (11-03-2020)	-
SRR5650512.skesa	-	O157	H7	O157:H7	-	Based on 3 allele(s)	wzx:1;wzy:0.998;fliC:1;	O157-1-wzx-origin;O157-209-wzy;H7-1-fliC-origin;	100;99.797;100;	100;100;100;	Contig_55_54.2375;Contig_55_54.2375;Contig_64_56.1685;	1704-3095;19-1002;11604-13361;	1392;984;1758;	v1.0 (11-03-2020)	-
SRR6219338.skesa	-	O25	H12	O25:H12	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O25-1-wzx-origin;O25-5-wzy;H12-3-fliC-origin;	100;100;100;	100;100;100;	Contig_20_49.7554;Contig_20_49.7554;Contig_31_49.3106;	80126-81385;83542-84604;17209-18996;	1260;1063;1788;	v1.0 (11-03-2020)	-
SRR6764088.skesa	-	O82	H8	O82:H8	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O82-3-wzx;O82-5-wzy;H8-2-fliC-origin;	100;100;100;	100;100;100;	Contig_32_79.0987;Contig_32_79.0987;Contig_79_78.4464;	26613-27842;24360-25442;46657-48135;	1230;1083;1479;	v1.0 (11-03-2020)	-
SRR6900329.skesa	-	O157	H7	O157:H7	-	Based on 2 allele(s)	wzx:0.94;fliC:1;	O157-1-wzx-origin;H7-1-fliC-origin;	100;100;	94;100;	Contig_7_33.2689;Contig_170_118.76;	1-1313;11642-13399;	1313;1758;	v1.0 (11-03-2020)	-
SRR7439323.skesa	-	-	H2	-:H2	-	Based on 1 allele(s)	fliC:1;	H2-2-fliC-origin;	100;	100;	Contig_252_111.741;	19830-21323;	1494;	v1.0 (11-03-2020)	-
SRR8095393.skesa	-	-	H4	-:H4	-	Based on 1 allele(s)	fliC:1;	H4-2-fliC-origin;	100;	100;	Contig_26_27.001;	30856-31905;	1050;	v1.0 (11-03-2020)	-
SRR8095478.skesa	-	-	H21	-:H21	-	Based on 1 allele(s)	fliC:1;	H21-12-fliC;	100;	100;	Contig_74_47.9062;	239099-240574;	1476;	v1.0 (11-03-2020)	-
SRR8095565.skesa	-	O8	H21	O8:H21	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O8-40-wzx;O8-45-wzy;H21-2-fliC-origin;	100;100;99.932;	100;100;100;	Contig_57_95.0654;Contig_57_95.0654;Contig_57_95.0654;	243055-244242;244232-245473;142461-143936;	1188;1242;1476;	v1.0 (11-03-2020)	-
SRR8095567.skesa	-	O77/O17/O44/O106/O73	H18	O77/O17/O44/O106/O73:H18	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O77-1-wzx-origin/O17-1-wzx-origin;O77-3-wzy-inhouse/O17-2-wzy-origin;H18-1-fliC-origin;	100;100;100;	100;100;100;	Contig_30_58.3441;Contig_30_58.3441;Contig_30_58.3441;	193104-194339;194381-195712;90460-92124;	1236;1332;1665;	v1.0 (11-03-2020)	High similarity O-antigen group 9:O17/O44/O73/O77/O106 as per A.Iguchi et.al (PMID: 25428893)
SRR8095576.skesa	-	O10	H42	O10:H42	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O10-1-wzx-origin;O10-2-wzy-origin;H42-5-fliC;	100;100;100;	100;100;100;	Contig_7_49.4968;Contig_7_49.4968;Contig_51_49.1937;	41453-42973;38389-39432;109932-111212;	1521;1044;1281;	v1.0 (11-03-2020)	-
SRR8095673.skesa	-	O125	H19	O125:H19	-	Based on 2 allele(s)	wzx:1;fliC:1;	O125-3-wzx-origin;H19-4-fliC;	100;99.945;	100;100;	Contig_50_45.0186;Contig_66_47.4925;	79251-80522;46814-48645;	1272;1832;	v1.0 (11-03-2020)	-
SRR8095738.skesa	-	O15	H12	O15:H12	-	Based on 2 allele(s)	wzx:1;fliC:1;	O15-1-wzx-origin;H12-3-fliC-origin;	100;100;	100;100;	Contig_72_47.5388;Contig_147_47.5592;	1168-2412;19763-21550;	1245;1788;	v1.0 (11-03-2020)	-
SRR8095750.skesa	-	O51	H14	O51:H14	-	Based on 3 allele(s)	wzx:1;wzy:0.999;fliC:0.96;	O51-3-wzx;O51-5-wzy;H14-5-fliC;	100;99.904;96.491;	100;100;100;	Contig_3_36.49;Contig_3_36.49;Contig_3_36.49;	504537-506096;502624-503661;383334-384986;	1560;1038;1653;	v1.0 (11-03-2020)	-
SRR8095802.skesa	-	O18	H14	O18:H14	-	Based on 3 allele(s)	wzx:1;wzy:0.999;fliC:1;	O18-2-wzx-origin;O18-13-wzy;H14-1-fliC-origin;	100;99.916;100;	100;100;100;	Contig_14_24.0305;Contig_14_24.0305;Contig_253_19.5519;	2571-3818;1324-2514;31895-33547;	1248;1191;1653;	v1.0 (11-03-2020)	-
SRR8095972.skesa	-	O8	H21	O8:H21	-	Based on 3 allele(s)	wzm:1;wzt:0.998;fliC:1;	O8-1-wzm-origin;O8-3-wzt-origin;H21-10-fliC;	100;99.753;99.797;	100;100;100;	Contig_131_56.7668;Contig_131_56.7668;Contig_12_56.8723;	3490-4284;4284-5498;39318-40793;	795;1215;1476;	v1.0 (11-03-2020)	-
SRR8110793.skesa	-	O157	H7	O157:H7	-	Based on 2 allele(s)	wzx:1;fliC:1;	O157-1-wzx-origin;H7-1-fliC-origin;	100;100;	100;100;	Contig_145_176.571;Contig_60_188.281;	690-2081;11672-13429;	1392;1758;	v1.0 (11-03-2020)	-
