cgmlst_ST,cgmlst_distance,cgmlst_found_loci,cgmlst_genome_match,cgmlst_matching_alleles,cgmlst_subspecies,fasta_filepath,genome,h1,h2,o_antigen,qc_messages,qc_status,serogroup,serovar,serovar_antigen,serovar_cgmlst
1330458346,0.021212121212121238,330,SRR4123060,323,enterica,/scratch.global/fermx014/FMPRE/Raw_datasets/Outbreak_genomes/genomes_final_salmonella_outbreak/salmonellaoutbreakSRR1258443.skesa.fa,salmonellaoutbreakSRR1258443.skesa,y,"1,5","6,7,14",FAIL: Wzx/Wzy genes missing. Cannot determine O-antigen group/serogroup. Cannot accurately predict serovar from antigen genes. | INFO: Number of cgMLST330 loci found (n=330),FAIL,-,Bareilly,Coeln|Trachau|Richmond|Bareilly|Giza|Lamphun|Brunei|Tananarive|Amager|Orion|Gatineau|Solt|Saphra|Ibaragi|Oskarshamn|Nima|Matopeni|Bietri|Steinwerder|Freetown|Anfo|Windermere|Odienne|Farcha|Kingabwa,Bareilly
1654371812,0.033333333333333326,330,SRR4123060,319,enterica,/scratch.global/fermx014/FMPRE/Raw_datasets/Outbreak_genomes/genomes_final_salmonella_outbreak/salmonellaoutbreakSRR1258589.skesa.fa,salmonellaoutbreakSRR1258589.skesa,y,"1,5","6,7,14",INFO: Number of cgMLST330 loci found (n=330),PASS,C1,Bareilly,Richmond|Bareilly|Solt,Bareilly
2105091628,0.024242424242424288,330,SRR4121060,322,enterica,/scratch.global/fermx014/FMPRE/Raw_datasets/Outbreak_genomes/genomes_final_salmonella_outbreak/salmonellaoutbreakSRR1638899.skesa.fa,salmonellaoutbreakSRR1638899.skesa,y,"1,5","6,7,14",INFO: Number of cgMLST330 loci found (n=330),PASS,C1,Bareilly,Richmond|Bareilly|Solt,Bareilly
3497713539,0.030303030303030276,330,SRR4123060,320,enterica,/scratch.global/fermx014/FMPRE/Raw_datasets/Outbreak_genomes/genomes_final_salmonella_outbreak/salmonellaoutbreakSRR1967879.skesa.fa,salmonellaoutbreakSRR1967879.skesa,y,"1,5","6,7,14",INFO: Number of cgMLST330 loci found (n=330),PASS,C1,Bareilly,Richmond|Bareilly|Solt,Bareilly
1587578836,0.024242424242424288,330,SRR4121060,322,enterica,/scratch.global/fermx014/FMPRE/Raw_datasets/Outbreak_genomes/genomes_final_salmonella_outbreak/salmonellaoutbreakSRR2671497.skesa.fa,salmonellaoutbreakSRR2671497.skesa,y,"1,5","6,7,14",INFO: Number of cgMLST330 loci found (n=330),PASS,C1,Bareilly,Richmond|Bareilly|Solt,Bareilly
2105091628,0.024242424242424288,330,SRR4121060,322,enterica,/scratch.global/fermx014/FMPRE/Raw_datasets/Outbreak_genomes/genomes_final_salmonella_outbreak/salmonellaoutbreakSRR2671498.skesa.fa,salmonellaoutbreakSRR2671498.skesa,y,"1,5","6,7,14",INFO: Number of cgMLST330 loci found (n=330),PASS,C1,Bareilly,Richmond|Bareilly|Solt,Bareilly
2105091628,0.024242424242424288,330,SRR4121060,322,enterica,/scratch.global/fermx014/FMPRE/Raw_datasets/Outbreak_genomes/genomes_final_salmonella_outbreak/salmonellaoutbreakSRR2671499.skesa.fa,salmonellaoutbreakSRR2671499.skesa,y,"1,5","6,7,14",INFO: Number of cgMLST330 loci found (n=330),PASS,C1,Bareilly,Richmond|Bareilly|Solt,Bareilly
1587578836,0.024242424242424288,330,SRR4121060,322,enterica,/scratch.global/fermx014/FMPRE/Raw_datasets/Outbreak_genomes/genomes_final_salmonella_outbreak/salmonellaoutbreakSRR2671500.skesa.fa,salmonellaoutbreakSRR2671500.skesa,y,"1,5","6,7,14",INFO: Number of cgMLST330 loci found (n=330),PASS,C1,Bareilly,Richmond|Bareilly|Solt,Bareilly
540352886,0.030303030303030276,330,SRR4123060,320,enterica,/scratch.global/fermx014/FMPRE/Raw_datasets/Outbreak_genomes/genomes_final_salmonella_outbreak/salmonellaoutbreakSRR2671501.skesa.fa,salmonellaoutbreakSRR2671501.skesa,y,"1,5","6,7,14",INFO: Number of cgMLST330 loci found (n=330),PASS,F,Bareilly,Richmond|Bareilly|Solt,Bareilly
540352886,0.030303030303030276,330,SRR4123060,320,enterica,/scratch.global/fermx014/FMPRE/Raw_datasets/Outbreak_genomes/genomes_final_salmonella_outbreak/salmonellaoutbreakSRR2671502.skesa.fa,salmonellaoutbreakSRR2671502.skesa,y,"1,5","6,7,14",INFO: Number of cgMLST330 loci found (n=330),PASS,C1,Bareilly,Richmond|Bareilly|Solt,Bareilly
540352886,0.030303030303030276,330,SRR4123060,320,enterica,/scratch.global/fermx014/FMPRE/Raw_datasets/Outbreak_genomes/genomes_final_salmonella_outbreak/salmonellaoutbreakSRR2671503.skesa.fa,salmonellaoutbreakSRR2671503.skesa,y,"1,5","6,7,14",INFO: Number of cgMLST330 loci found (n=330),PASS,C1,Bareilly,Richmond|Bareilly|Solt,Bareilly
540352886,0.030303030303030276,330,SRR4123060,320,enterica,/scratch.global/fermx014/FMPRE/Raw_datasets/Outbreak_genomes/genomes_final_salmonella_outbreak/salmonellaoutbreakSRR2671504.skesa.fa,salmonellaoutbreakSRR2671504.skesa,y,"1,5","6,7,14",INFO: Number of cgMLST330 loci found (n=330),PASS,C1,Bareilly,Richmond|Bareilly|Solt,Bareilly
2105091628,0.024242424242424288,330,SRR4121060,322,enterica,/scratch.global/fermx014/FMPRE/Raw_datasets/Outbreak_genomes/genomes_final_salmonella_outbreak/salmonellaoutbreakSRR3223737.skesa.fa,salmonellaoutbreakSRR3223737.skesa,y,"1,5","6,7,14",INFO: Number of cgMLST330 loci found (n=330),PASS,F,Bareilly,Richmond|Bareilly|Solt,Bareilly
2848711204,0.030303030303030276,330,SRR3322059,320,enterica,/scratch.global/fermx014/FMPRE/Raw_datasets/Outbreak_genomes/genomes_final_salmonella_outbreak/salmonellaoutbreakSRR3322059.skesa.fa,salmonellaoutbreakSRR3322059.skesa,y,"1,5","6,7,14",INFO: Number of cgMLST330 loci found (n=330),PASS,C1,Bareilly,Richmond|Bareilly|Solt,Bareilly
540352886,0.030303030303030276,330,SRR4123060,320,enterica,/scratch.global/fermx014/FMPRE/Raw_datasets/Outbreak_genomes/genomes_final_salmonella_outbreak/salmonellaoutbreakSRR3379330.skesa.fa,salmonellaoutbreakSRR3379330.skesa,y,"1,5","6,7,14",INFO: Number of cgMLST330 loci found (n=330),PASS,C1,Bareilly,Richmond|Bareilly|Solt,Bareilly
3081048111,0.045454545454545414,330,SRR3049010,315,enterica,/scratch.global/fermx014/FMPRE/Raw_datasets/Outbreak_genomes/genomes_final_salmonella_outbreak/salmonellaoutbreakSRR3383904.skesa.fa,salmonellaoutbreakSRR3383904.skesa,i,"1,5","6,8",INFO: Number of cgMLST330 loci found (n=330),PASS,C2-C3,Takoradi,Lindenburg|Bargny|Takoradi,Takoradi
331187135,0.024242424242424288,330,SRR3330373,322,enterica,/scratch.global/fermx014/FMPRE/Raw_datasets/Outbreak_genomes/genomes_final_salmonella_outbreak/salmonellaoutbreakSRR3383989.skesa.fa,salmonellaoutbreakSRR3383989.skesa,"e,h","1,2","6,8,20",INFO: Number of cgMLST330 loci found (n=330),PASS,C2-C3,Newport,Newport|Bardo|Ferruch|Kottbus,Newport
1711067012,0.027272727272727226,330,2014-SEQ-1001,321,enterica,/scratch.global/fermx014/FMPRE/Raw_datasets/Outbreak_genomes/genomes_final_salmonella_outbreak/salmonellaoutbreakSRR3383990.skesa.fa,salmonellaoutbreakSRR3383990.skesa,"e,h","1,2","6,8,20",INFO: Number of cgMLST330 loci found (n=330),PASS,C2-C3,Newport,Newport|Bardo|Ferruch|Kottbus,Newport
2105091628,0.024242424242424288,330,SRR4121060,322,enterica,/scratch.global/fermx014/FMPRE/Raw_datasets/Outbreak_genomes/genomes_final_salmonella_outbreak/salmonellaoutbreakSRR498276.skesa.fa,salmonellaoutbreakSRR498276.skesa,y,"1,5","6,7,14",INFO: Number of cgMLST330 loci found (n=330),PASS,C1,Bareilly,Richmond|Bareilly|Solt,Bareilly
2448937193,0.027272727272727226,330,SRR4242796,321,enterica,/scratch.global/fermx014/FMPRE/Raw_datasets/Outbreak_genomes/genomes_final_salmonella_outbreak/salmonellaoutbreakSRR498369.skesa.fa,salmonellaoutbreakSRR498369.skesa,y,"1,5","6,7,14",INFO: Number of cgMLST330 loci found (n=330),PASS,C1,Bareilly,Richmond|Bareilly|Solt,Bareilly
1822634541,0.027272727272727226,330,SRR3048913,321,enterica,/scratch.global/fermx014/FMPRE/Raw_datasets/Outbreak_genomes/genomes_final_salmonella_outbreak/salmonellaoutbreakSRR498373.skesa.fa,salmonellaoutbreakSRR498373.skesa,y,"1,5","6,7,14",INFO: Number of cgMLST330 loci found (n=330),PASS,C1,Bareilly,Richmond|Bareilly|Solt,Bareilly
1330458346,0.021212121212121238,330,SRR4123060,323,enterica,/scratch.global/fermx014/FMPRE/Raw_datasets/Outbreak_genomes/genomes_final_salmonella_outbreak/salmonellaoutbreakSRR498397.skesa.fa,salmonellaoutbreakSRR498397.skesa,y,"1,5","6,7,14",INFO: Number of cgMLST330 loci found (n=330),PASS,C1,Bareilly,Richmond|Bareilly|Solt,Bareilly
1821675282,0.027272727272727226,330,SRR4121328,321,enterica,/scratch.global/fermx014/FMPRE/Raw_datasets/Outbreak_genomes/genomes_final_salmonella_outbreak/salmonellaoutbreakSRR498398.skesa.fa,salmonellaoutbreakSRR498398.skesa,y,"1,5","6,7,14",INFO: Number of cgMLST330 loci found (n=330),PASS,C1,Bareilly,Richmond|Bareilly|Solt,Bareilly
2105091628,0.024242424242424288,330,SRR4121060,322,enterica,/scratch.global/fermx014/FMPRE/Raw_datasets/Outbreak_genomes/genomes_final_salmonella_outbreak/salmonellaoutbreakSRR498399.skesa.fa,salmonellaoutbreakSRR498399.skesa,y,"1,5","6,7,14",INFO: Number of cgMLST330 loci found (n=330),PASS,C1,Bareilly,Richmond|Bareilly|Solt,Bareilly
2105091628,0.024242424242424288,330,SRR4121060,322,enterica,/scratch.global/fermx014/FMPRE/Raw_datasets/Outbreak_genomes/genomes_final_salmonella_outbreak/salmonellaoutbreakSRR498400.skesa.fa,salmonellaoutbreakSRR498400.skesa,y,"1,5","6,7,14",INFO: Number of cgMLST330 loci found (n=330),PASS,C1,Bareilly,Richmond|Bareilly|Solt,Bareilly
2105091628,0.024242424242424288,330,SRR4121060,322,enterica,/scratch.global/fermx014/FMPRE/Raw_datasets/Outbreak_genomes/genomes_final_salmonella_outbreak/salmonellaoutbreakSRR498402.skesa.fa,salmonellaoutbreakSRR498402.skesa,y,"1,5","6,7,14",INFO: Number of cgMLST330 loci found (n=330),PASS,C1,Bareilly,Richmond|Bareilly|Solt,Bareilly
1587578836,0.024242424242424288,330,SRR4121060,322,enterica,/scratch.global/fermx014/FMPRE/Raw_datasets/Outbreak_genomes/genomes_final_salmonella_outbreak/salmonellaoutbreakSRR498403.skesa.fa,salmonellaoutbreakSRR498403.skesa,y,"1,5","6,7,14",INFO: Number of cgMLST330 loci found (n=330),PASS,C1,Bareilly,Richmond|Bareilly|Solt,Bareilly
302066096,0.027272727272727226,330,SRR4123060,321,enterica,/scratch.global/fermx014/FMPRE/Raw_datasets/Outbreak_genomes/genomes_final_salmonella_outbreak/salmonellaoutbreakSRR498404.skesa.fa,salmonellaoutbreakSRR498404.skesa,y,"1,5","6,7,14",INFO: Number of cgMLST330 loci found (n=330),PASS,C1,Bareilly,Richmond|Bareilly|Solt,Bareilly
2105091628,0.024242424242424288,330,SRR4121060,322,enterica,/scratch.global/fermx014/FMPRE/Raw_datasets/Outbreak_genomes/genomes_final_salmonella_outbreak/salmonellaoutbreakSRR498422.skesa.fa,salmonellaoutbreakSRR498422.skesa,y,"1,5","6,7,14",INFO: Number of cgMLST330 loci found (n=330),PASS,C1,Bareilly,Richmond|Bareilly|Solt,Bareilly
1587578836,0.024242424242424288,330,SRR4121060,322,enterica,/scratch.global/fermx014/FMPRE/Raw_datasets/Outbreak_genomes/genomes_final_salmonella_outbreak/salmonellaoutbreakSRR498423.skesa.fa,salmonellaoutbreakSRR498423.skesa,y,"1,5","6,7,14",INFO: Number of cgMLST330 loci found (n=330),PASS,C1,Bareilly,Richmond|Bareilly|Solt,Bareilly
2105091628,0.024242424242424288,330,SRR4121060,322,enterica,/scratch.global/fermx014/FMPRE/Raw_datasets/Outbreak_genomes/genomes_final_salmonella_outbreak/salmonellaoutbreakSRR498424.skesa.fa,salmonellaoutbreakSRR498424.skesa,y,"1,5","6,7,14",INFO: Number of cgMLST330 loci found (n=330),PASS,C1,Bareilly,Richmond|Bareilly|Solt,Bareilly
2105091628,0.024242424242424288,330,SRR4121060,322,enterica,/scratch.global/fermx014/FMPRE/Raw_datasets/Outbreak_genomes/genomes_final_salmonella_outbreak/salmonellaoutbreakSRR498425.skesa.fa,salmonellaoutbreakSRR498425.skesa,y,"1,5","6,7,14",INFO: Number of cgMLST330 loci found (n=330),PASS,C1,Bareilly,Richmond|Bareilly|Solt,Bareilly
1587578836,0.024242424242424288,330,SRR4121060,322,enterica,/scratch.global/fermx014/FMPRE/Raw_datasets/Outbreak_genomes/genomes_final_salmonella_outbreak/salmonellaoutbreakSRR498427.skesa.fa,salmonellaoutbreakSRR498427.skesa,y,"1,5","6,7,14",INFO: Number of cgMLST330 loci found (n=330),PASS,C1,Bareilly,Richmond|Bareilly|Solt,Bareilly
3049724941,0.027272727272727226,330,SRR4121060,321,enterica,/scratch.global/fermx014/FMPRE/Raw_datasets/Outbreak_genomes/genomes_final_salmonella_outbreak/salmonellaoutbreakSRR498428.skesa.fa,salmonellaoutbreakSRR498428.skesa,y,"1,5","6,7,14",INFO: Number of cgMLST330 loci found (n=330),PASS,F,Bareilly,Richmond|Bareilly|Solt,Bareilly
1330458346,0.021212121212121238,330,SRR4123060,323,enterica,/scratch.global/fermx014/FMPRE/Raw_datasets/Outbreak_genomes/genomes_final_salmonella_outbreak/salmonellaoutbreakSRR498430.skesa.fa,salmonellaoutbreakSRR498430.skesa,y,"1,5","6,7,14",INFO: Number of cgMLST330 loci found (n=330),PASS,C1,Bareilly,Richmond|Bareilly|Solt,Bareilly
2105091628,0.024242424242424288,330,SRR4121060,322,enterica,/scratch.global/fermx014/FMPRE/Raw_datasets/Outbreak_genomes/genomes_final_salmonella_outbreak/salmonellaoutbreakSRR498431.skesa.fa,salmonellaoutbreakSRR498431.skesa,y,"1,5","6,7,14",INFO: Number of cgMLST330 loci found (n=330),PASS,C1,Bareilly,Richmond|Bareilly|Solt,Bareilly
1587578836,0.024242424242424288,330,SRR4121060,322,enterica,/scratch.global/fermx014/FMPRE/Raw_datasets/Outbreak_genomes/genomes_final_salmonella_outbreak/salmonellaoutbreakSRR498432.skesa.fa,salmonellaoutbreakSRR498432.skesa,y,"1,5","6,7,14",INFO: Number of cgMLST330 loci found (n=330),PASS,C1,Bareilly,Richmond|Bareilly|Solt,Bareilly
2105091628,0.024242424242424288,330,SRR4121060,322,enterica,/scratch.global/fermx014/FMPRE/Raw_datasets/Outbreak_genomes/genomes_final_salmonella_outbreak/salmonellaoutbreakSRR498433.skesa.fa,salmonellaoutbreakSRR498433.skesa,y,"1,5","6,7,14",INFO: Number of cgMLST330 loci found (n=330),PASS,C1,Bareilly,Richmond|Bareilly|Solt,Bareilly
2105091628,0.024242424242424288,330,SRR4121060,322,enterica,/scratch.global/fermx014/FMPRE/Raw_datasets/Outbreak_genomes/genomes_final_salmonella_outbreak/salmonellaoutbreakSRR498434.skesa.fa,salmonellaoutbreakSRR498434.skesa,y,"1,5","6,7,14",INFO: Number of cgMLST330 loci found (n=330),PASS,C1,Bareilly,Richmond|Bareilly|Solt,Bareilly
,0.033333333333333326,328,SRR4121060,319,enterica,/scratch.global/fermx014/FMPRE/Raw_datasets/Outbreak_genomes/genomes_final_salmonella_outbreak/salmonellaoutbreakSRR498435.skesa.fa,salmonellaoutbreakSRR498435.skesa,y,"1,5","6,7,14",FAIL: Wzx/Wzy genes missing. Cannot determine O-antigen group/serogroup. Cannot accurately predict serovar from antigen genes. | INFO: Number of cgMLST330 loci found (n=328),FAIL,-,Bareilly,Coeln|Trachau|Richmond|Bareilly|Giza|Lamphun|Brunei|Tananarive|Amager|Orion|Gatineau|Solt|Saphra|Ibaragi|Oskarshamn|Nima|Matopeni|Bietri|Steinwerder|Freetown|Anfo|Windermere|Odienne|Farcha|Kingabwa,Bareilly
,0.027272727272727226,329,SRR4123060,321,enterica,/scratch.global/fermx014/FMPRE/Raw_datasets/Outbreak_genomes/genomes_final_salmonella_outbreak/salmonellaoutbreakSRR498436.skesa.fa,salmonellaoutbreakSRR498436.skesa,y,"1,5","6,7,14",INFO: Number of cgMLST330 loci found (n=329),PASS,C1,Bareilly,Richmond|Bareilly|Solt,Bareilly
3049724941,0.027272727272727226,330,SRR4121060,321,enterica,/scratch.global/fermx014/FMPRE/Raw_datasets/Outbreak_genomes/genomes_final_salmonella_outbreak/salmonellaoutbreakSRR498438.skesa.fa,salmonellaoutbreakSRR498438.skesa,y,"1,5","6,7,14",INFO: Number of cgMLST330 loci found (n=330),PASS,C1,Bareilly,Richmond|Bareilly|Solt,Bareilly
1587578836,0.024242424242424288,330,SRR4121060,322,enterica,/scratch.global/fermx014/FMPRE/Raw_datasets/Outbreak_genomes/genomes_final_salmonella_outbreak/salmonellaoutbreakSRR498439.skesa.fa,salmonellaoutbreakSRR498439.skesa,y,"1,5","6,7,14",INFO: Number of cgMLST330 loci found (n=330),PASS,C1,Bareilly,Richmond|Bareilly|Solt,Bareilly
3049724941,0.027272727272727226,330,SRR4121060,321,enterica,/scratch.global/fermx014/FMPRE/Raw_datasets/Outbreak_genomes/genomes_final_salmonella_outbreak/salmonellaoutbreakSRR498440.skesa.fa,salmonellaoutbreakSRR498440.skesa,y,"1,5","6,7,14",INFO: Number of cgMLST330 loci found (n=330),PASS,C1,Bareilly,Richmond|Bareilly|Solt,Bareilly
,0.030303030303030276,328,SRR4121060,320,enterica,/scratch.global/fermx014/FMPRE/Raw_datasets/Outbreak_genomes/genomes_final_salmonella_outbreak/salmonellaoutbreakSRR498441.skesa.fa,salmonellaoutbreakSRR498441.skesa,y,"1,5","6,7,14",INFO: Number of cgMLST330 loci found (n=328),PASS,C1,Bareilly,Richmond|Bareilly|Solt,Bareilly
1821675282,0.027272727272727226,330,SRR4121328,321,enterica,/scratch.global/fermx014/FMPRE/Raw_datasets/Outbreak_genomes/genomes_final_salmonella_outbreak/salmonellaoutbreakSRR498442.skesa.fa,salmonellaoutbreakSRR498442.skesa,y,"1,5","6,7,14",INFO: Number of cgMLST330 loci found (n=330),PASS,C1,Bareilly,Richmond|Bareilly|Solt,Bareilly
3049724941,0.027272727272727226,330,SRR4121060,321,enterica,/scratch.global/fermx014/FMPRE/Raw_datasets/Outbreak_genomes/genomes_final_salmonella_outbreak/salmonellaoutbreakSRR498443.skesa.fa,salmonellaoutbreakSRR498443.skesa,y,"1,5","6,7,14",INFO: Number of cgMLST330 loci found (n=330),PASS,F,Bareilly,Richmond|Bareilly|Solt,Bareilly
1587578836,0.024242424242424288,330,SRR4121060,322,enterica,/scratch.global/fermx014/FMPRE/Raw_datasets/Outbreak_genomes/genomes_final_salmonella_outbreak/salmonellaoutbreakSRR498444.skesa.fa,salmonellaoutbreakSRR498444.skesa,y,"1,5","6,7,14",INFO: Number of cgMLST330 loci found (n=330),PASS,C1,Bareilly,Richmond|Bareilly|Solt,Bareilly
2448937193,0.027272727272727226,330,SRR4242796,321,enterica,/scratch.global/fermx014/FMPRE/Raw_datasets/Outbreak_genomes/genomes_final_salmonella_outbreak/salmonellaoutbreakSRR500493.skesa.fa,salmonellaoutbreakSRR500493.skesa,y,"1,5","6,7,14",INFO: Number of cgMLST330 loci found (n=330),PASS,C1,Bareilly,Richmond|Bareilly|Solt,Bareilly
1822634541,0.027272727272727226,330,SRR3048913,321,enterica,/scratch.global/fermx014/FMPRE/Raw_datasets/Outbreak_genomes/genomes_final_salmonella_outbreak/salmonellaoutbreakSRR500494.skesa.fa,salmonellaoutbreakSRR500494.skesa,y,"1,5","6,7,14",INFO: Number of cgMLST330 loci found (n=330),PASS,C1,Bareilly,Richmond|Bareilly|Solt,Bareilly
,0.039393939393939426,327,SRR4121060,317,enterica,/scratch.global/fermx014/FMPRE/Raw_datasets/Outbreak_genomes/genomes_final_salmonella_outbreak/salmonellaoutbreakSRR516407.skesa.fa,salmonellaoutbreakSRR516407.skesa,y,"1,5","6,7,14",FAIL: Wzx/Wzy genes missing. Cannot determine O-antigen group/serogroup. Cannot accurately predict serovar from antigen genes. | INFO: Number of cgMLST330 loci found (n=327),FAIL,-,Bareilly,Coeln|Trachau|Richmond|Bareilly|Giza|Lamphun|Brunei|Tananarive|Amager|Orion|Gatineau|Solt|Saphra|Ibaragi|Oskarshamn|Nima|Matopeni|Bietri|Steinwerder|Freetown|Anfo|Windermere|Odienne|Farcha|Kingabwa,Bareilly
,0.0696969696969697,318,SRR4122800,307,enterica,/scratch.global/fermx014/FMPRE/Raw_datasets/Outbreak_genomes/genomes_final_salmonella_outbreak/salmonellaoutbreakSRR516410.skesa.fa,salmonellaoutbreakSRR516410.skesa,y,"1,5","6,7,14",FAIL: Moderate number of cgMLST330 loci missing (n=12 > 10) | INFO: Number of cgMLST330 loci found (n=318),WARNING,C1,Bareilly,Richmond|Bareilly|Solt,Bareilly
,0.08484848484848484,310,SRR4121060,302,enterica,/scratch.global/fermx014/FMPRE/Raw_datasets/Outbreak_genomes/genomes_final_salmonella_outbreak/salmonellaoutbreakSRR516427.skesa.fa,salmonellaoutbreakSRR516427.skesa,y,-,-,FAIL: Moderate number of cgMLST330 loci missing (n=20 > 10) | INFO: Number of cgMLST330 loci found (n=310),WARNING,C1,I C1:y:-,I C1:y:-,Bareilly
